"sensor","year","month","mean_albedo","date","mean_temp","total_precip","total_snowfall","mean_radiation","season_sin","season_cos","time_trend"
"VIIRS",2023,4,0.258718554902268,2023-04-01,1.94930976139247,1099.33813650534,100.895741872867,1333.93640635094,0.866025403784439,-0.5,11.2470910335387
"VIIRS",2023,5,0.268329117941561,2023-05-01,1.44790499026084,828.917456012213,88.477393416941,612.933990730234,0.5,-0.866025403784439,11.3292265571526
"VIIRS",2023,6,0.297418411701108,2023-06-01,0.292663326628847,1024.22512631156,360.871367339041,350.49312324373,1.22464679914735e-16,-1,11.4140999315537
"VIIRS",2023,7,0.270514154893098,2023-07-01,-2.13047154593071,1227.52736391947,850.417176636911,582.997749669173,-0.5,-0.866025403784439,11.4962354551677
"VIIRS",2023,8,0.325675496720505,2023-08-01,-1.45928484114922,1607.03386903861,917.462483222498,948.711138310719,-0.866025403784438,-0.5,11.5811088295688
"VIIRS",2023,9,0.397286151743502,2023-09-01,-2.60275216553574,1266.44119591175,1048.18062867761,1762.26950049057,-1,-1.83697019872103e-16,11.6659822039699
"VIIRS",2023,10,0.391889067891503,2023-10-01,-1.09415136119758,1270.34305367895,562.729723281787,2945.06207846398,-0.866025403784439,0.5,11.7481177275838
"VIIRS",2023,11,0.368662013521659,2023-11-01,0.405063831441175,1404.33592875685,549.271185959079,3693.99061207681,-0.5,0.866025403784438,11.8329911019849
"VIIRS",2023,12,0.402587874812708,2023-12-01,1.78885629722082,929.123638471684,71.4813029192244,3878.50859571807,-2.44929359829471e-16,1,11.9151266255989
"VIIRS",2024,1,0.348308738409106,2024-01-01,1.84939541157542,1058.42652257615,49.7518204829839,3986.11857716561,0.5,0.866025403784439,12
"VIIRS",2024,2,0.300642570772105,2024-02-01,2.92211076595869,1222.85541138904,37.5258585277564,2512.85541605523,0.866025403784439,0.5,12.0848733744011
"VIIRS",2024,3,0.316044388384317,2024-03-01,1.71700502125549,1340.43230611011,114.409709418894,1697.92715845938,1,6.12323399573677e-17,12.1642710472279
"VIIRS",2024,4,0.310625980304072,2024-04-01,1.82785250820681,1287.70350744841,132.171117627568,1109.64348090933,0.866025403784439,-0.5,12.249144421629
"VIIRS",2024,5,0.266633870758466,2024-05-01,-0.426828445311834,1476.81293711277,501.984077046802,628.099958120877,0.5,-0.866025403784439,12.331279945243
